plant_name,category,difficulty_level,growth_days,sunlight_min,sunlight_max,temp_min,temp_max,humidity_min,humidity_max,area_min,soils,seasons,locations,care_instructions
Pomegranate (Dwarf) Compact,Fruit,Medium,149,6,11,20,36,50,80,18,loam;potting;sandy;clay,summer;monsoon,dhaka;chittagong;khulna;rajshahi;sylhet,Hot sun boosts fruiting.
Pomegranate (Dwarf) Select,Fruit,Medium,130,5,9,20,36,45,75,20,loam;potting;sandy;clay,summer;monsoon,dhaka;chittagong;khulna;rajshahi;sylhet,Hot sun boosts fruiting.
Pomegranate (Dwarf) Late,Fruit,Medium,123,6,10,21,36,45,80,16,loam;potting;sandy;clay,summer;monsoon,dhaka;chittagong;khulna;rajshahi;sylhet,Hot sun boosts fruiting.
Mulberry (Dwarf),Fruit,Medium,125,6,10,18,32,45,75,18,loam;potting;sandy;clay,winter;summer,dhaka;chittagong;khulna;rajshahi;sylhet,Prune after harvest; bird net if needed.
Mulberry (Dwarf) Prime,Fruit,Medium,103,5,10,16,32,50,75,20,loam;potting;sandy;clay,winter;summer,dhaka;chittagong;khulna;rajshahi;sylhet,Prune after harvest; bird net if needed.
Mulberry (Dwarf) Patio,Fruit,Medium,121,5,9,18,33,50,75,20,loam;potting;sandy;clay,winter;summer,dhaka;chittagong;khulna;rajshahi;sylhet,Prune after harvest; bird net if needed.
Mulberry (Dwarf) Early,Fruit,Medium,126,5,9,16,32,45,75,18,loam;potting;sandy;clay,winter;summer,dhaka;chittagong;khulna;rajshahi;sylhet,Prune after harvest; bird net if needed.
Mulberry (Dwarf) Mini,Fruit,Medium,124,6,9,18,34,50,80,18,loam;potting;sandy;clay,winter;summer,dhaka;chittagong;khulna;rajshahi;sylhet,Prune after harvest; bird net if needed.
Mulberry (Dwarf) Compact,Fruit,Medium,117,7,11,16,34,45,80,20,loam;potting;sandy;clay,winter;summer,dhaka;chittagong;khulna;rajshahi;sylhet,Prune after harvest; bird net if needed.
Mulberry (Dwarf) Select,Fruit,Medium,94,7,11,19,32,45,75,18,loam;potting;sandy;clay,winter;summer,dhaka;chittagong;khulna;rajshahi;sylhet,Prune after harvest; bird net if needed.
Banana (Dwarf),Fruit,Medium,160,6,10,22,35,60,85,25,loam;potting;sandy;clay,summer;monsoon,dhaka;chittagong;khulna;rajshahi;sylhet,High feeding; steady moisture.
Banana (Dwarf) Mini,Fruit,Medium,160,6,11,22,35,65,85,27,loam;potting;sandy;clay,summer;monsoon,dhaka;chittagong;khulna;rajshahi;sylhet,High feeding; steady moisture.
Banana (Dwarf) F1,Fruit,Medium,158,6,9,20,35,60,90,23,loam;potting;sandy;clay,summer;monsoon,dhaka;chittagong;khulna;rajshahi;sylhet,High feeding; steady moisture.
Banana (Dwarf) Select,Fruit,Medium,174,7,11,20,35,60,85,23,loam;potting;sandy;clay,summer;monsoon,dhaka;chittagong;khulna;rajshahi;sylhet,High feeding; steady moisture.
Banana (Dwarf) Prime,Fruit,Medium,171,6,10,22,36,65,90,27,loam;potting;sandy;clay,summer;monsoon,dhaka;chittagong;khulna;rajshahi;sylhet,High feeding; steady moisture.
Banana (Dwarf) Prolific,Fruit,Medium,166,7,10,22,35,60,85,27,loam;potting;sandy;clay,summer;monsoon,dhaka;chittagong;khulna;rajshahi;sylhet,High feeding; steady moisture.
Mango (Dwarf),Fruit,Hard,163,6,10,22,35,55,85,25,loam;potting;sandy;clay,summer;monsoon,dhaka;chittagong;khulna;rajshahi;sylhet,Large tub; full sun; prune.
Mango (Dwarf) Select,Fruit,Hard,160,5,11,22,37,55,85,27,loam;potting;sandy;clay,summer;monsoon,dhaka;chittagong;khulna;rajshahi;sylhet,Large tub; full sun; prune.
Mango (Dwarf) F1,Fruit,Hard,159,5,9,23,36,55,90,25,loam;potting;sandy;clay,summer;monsoon,dhaka;chittagong;khulna;rajshahi;sylhet,Large tub; full sun; prune.
Mango (Dwarf) Giant,Fruit,Hard,169,5,11,20,35,55,85,25,loam;potting;sandy;clay,summer;monsoon,dhaka;chittagong;khulna;rajshahi;sylhet,Large tub; full sun; prune.
Mango (Dwarf) Local,Fruit,Hard,170,7,11,22,37,60,90,27,loam;potting;sandy;clay,summer;monsoon,dhaka;chittagong;khulna;rajshahi;sylhet,Large tub; full sun; prune.
Mango (Dwarf) Early,Fruit,Hard,179,5,10,22,35,55,85,27,loam;potting;sandy;clay,summer;monsoon,dhaka;chittagong;khulna;rajshahi;sylhet,Large tub; full sun; prune.
Pea Var-333,Vegetable,Easy,62,4,8,15,26,50,80,8,loam;potting;sandy,winter,dhaka;chittagong;khulna;rajshahi;sylhet,Trellis; avoid heat stress.
Jasmine Var-334,Flower,Medium,77,5,9,20,34,55,85,10,loam;potting;sandy,summer;monsoon,dhaka;chittagong;khulna;rajshahi;sylhet,Climbing support; fragrant blooms.
Strawberry (Pot) Var-335,Fruit,Easy,75,4,8,15,28,45,75,6,loam;potting;sandy;clay,winter,dhaka;chittagong;khulna;rajshahi;sylhet,Cool season; keep crowns above soil.
Onion (Green) Var-336,Vegetable,Easy,54,4,8,15,28,45,75,6,loam;potting;clay,winter;summer,dhaka;chittagong;khulna;rajshahi;sylhet,Shallow roots; frequent light water.
Snake Gourd Var-337,Vegetable,Medium,80,6,10,22,35,60,85,20,loam;potting;sandy,summer;monsoon,dhaka;chittagong;khulna;rajshahi;sylhet,Train vines; plenty of sun & water.
Strawberry (Pot) Var-338,Fruit,Easy,81,4,8,15,28,45,75,6,loam;potting;sandy;clay,winter,dhaka;chittagong;khulna;rajshahi;sylhet,Cool season; keep crowns above soil.
Zinnia Var-339,Flower,Easy,70,6,10,20,34,45,75,6,loam;potting;sandy,summer;monsoon,dhaka;chittagong;khulna;rajshahi;sylhet,Heat tolerant; full sun.
Marigold Var-340,Flower,Easy,72,5,9,18,34,40,75,6,loam;potting;sandy,winter;summer,dhaka;chittagong;khulna;rajshahi;sylhet,Deadhead spent blooms; potash feed.
Fig (Dwarf) Var-341,Fruit,Medium,127,6,10,18,32,45,75,20,loam;potting;sandy;clay,winter;summer,dhaka;chittagong;khulna;rajshahi;sylhet,Large pot; prune in winter.
Turnip Var-342,Vegetable,Easy,51,3,6,15,26,45,75,6,loam;potting;clay,winter,dhaka;chittagong;khulna;rajshahi;sylhet,Fast-growing; keep moist.
Banana (Dwarf) Var-343,Fruit,Medium,146,6,10,22,35,60,85,25,loam;potting;sandy;clay,summer;monsoon,dhaka;chittagong;khulna;rajshahi;sylhet,High feeding; steady moisture.
Strawberry (Pot) Var-344,Fruit,Easy,73,4,8,15,28,45,75,6,loam;potting;sandy;clay,winter,dhaka;chittagong;khulna;rajshahi;sylhet,Cool season; keep crowns above soil.
Dill Var-345,Herb,Easy,48,4,7,15,26,45,75,3,loam;potting;clay,winter,dhaka;chittagong;khulna;rajshahi;sylhet,Airy soil; gentle watering.
Yardlong Bean Var-346,Vegetable,Easy,75,6,10,22,35,55,85,10,loam;potting;sandy,summer;monsoon,dhaka;chittagong;khulna;rajshahi;sylhet,Climbing supports; pick frequently.
Guava (Dwarf) Var-347,Fruit,Medium,126,6,10,20,34,55,85,20,loam;potting;sandy;clay,summer;monsoon,dhaka;chittagong;khulna;rajshahi;sylhet,Sun & airflow; prune yearly.
Strawberry (Pot) Var-348,Fruit,Easy,70,4,8,15,28,45,75,6,loam;potting;sandy;clay,winter,dhaka;chittagong;khulna;rajshahi;sylhet,Cool season; keep crowns above soil.
Broad Bean Var-349,Vegetable,Medium,91,5,8,15,28,45,75,10,loam;potting;sandy,winter,dhaka;chittagong;khulna;rajshahi;sylhet,Cool season; wind protection.
Parsley Var-350,Herb,Medium,71,3,6,12,24,45,75,4,loam;potting;clay,winter,dhaka;chittagong;khulna;rajshahi;sylhet,Partial shade; steady moisture.
Rosemary Var-351,Herb,Medium,90,5,9,15,28,40,70,5,loam;potting;clay,winter,dhaka;chittagong;khulna;rajshahi;sylhet,Dryer soil; full sun preferred.
Mango (Dwarf) Var-352,Fruit,Hard,168,6,10,22,35,55,85,25,loam;potting;sandy;clay,summer;monsoon,dhaka;chittagong;khulna;rajshahi;sylhet,Large tub; full sun; prune.
Oregano Var-353,Herb,Easy,59,4,8,18,30,45,75,3,loam;potting;clay,summer;monsoon,dhaka;chittagong;khulna;rajshahi;sylhet,Well-drained; light feed.
Coriander Var-354,Herb,Easy,50,3,6,15,28,40,70,4,loam;potting;clay,winter,dhaka;chittagong;khulna;rajshahi;sylhet,Partial shade; light watering.
Garlic Var-355,Vegetable,Medium,116,4,7,12,24,45,75,6,loam;potting;clay,winter,dhaka;chittagong;khulna;rajshahi;sylhet,Plant cloves; keep weed-free.
Tomato Var-356,Vegetable,Easy,88,6,10,20,35,50,80,10,loam;potting;sandy,winter;summer,dhaka;chittagong;khulna;rajshahi;sylhet,Sunny spot; regular watering; stake vines.
Coriander Var-357,Herb,Easy,31,3,6,15,28,40,70,4,loam;potting;clay,winter,dhaka;chittagong;khulna;rajshahi;sylhet,Partial shade; light watering.
Lettuce Var-358,Vegetable,Easy,47,3,6,15,26,50,80,4,loam;potting;clay,winter,dhaka;chittagong;khulna;rajshahi;sylhet,Light sun; avoid heat.
Snake Gourd Var-359,Vegetable,Medium,81,6,10,22,35,60,85,20,loam;potting;sandy,summer;monsoon,dhaka;chittagong;khulna;rajshahi;sylhet,Train vines; plenty of sun & water.
Petunia Var-360,Flower,Easy,67,5,9,18,30,45,75,6,loam;potting;sandy,winter,dhaka;chittagong;khulna;rajshahi;sylhet,Regular feeding; remove dead blooms.
